Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	St_ID	Pressure [dBar]	QV:SEADATANET	Temperature, ITS-90 [degrees C]	QV:SEADATANET	Salinity [per mille]	QV:SEADATANET	DOW [µM]	QV:SEADATANET	Oxygen Saturation [%]	QV:SEADATANET	Oxygen, SBE 43 [mg/l]	QV:SEADATANET	Total Chl-a [µg/l]	QV:SEADATANET	pH	QV:SEADATANET	NH4 [µM]	QV:SEADATANET	NO2-N [µM]	QV:SEADATANET	NO3-N+NO2-N [µM]	QV:SEADATANET	PO4 [µM]	QV:SEADATANET	TP [µM]	QV:SEADATANET	TPP [µM]	QV:SEADATANET	Si [µM]	QV:SEADATANET	POC [µM]	QV:SEADATANET	PON [µM]	QV:SEADATANET	TSS [mg/l]	QV:SEADATANET	SD [m]	QV:SEADATANET	TRIX (Chem)	QV:SEADATANET	TRIX	QV:SEADATANET	QV:SEADATANET:SAMPLE
								76	1	16.61892	5	39.0137	5		9		9		9	0.27	1		9		9		9	0.01	1	0.04	1		9		9		9		9		9		9		9		9		9	0
								101	1	16.54093	1	39.0079	1		9		9		9	0.35	1		9		9	0.19	1	0.28	1	0.98	3		9		9		9		9		9		9		9		9		9	0
								126	1	16.51179	1	39.008	1		9		9		9	0.35	1		9		9	0.14	1	0.19	1	0.04	1		9		9		9		9		9		9		9		9		9	0
								151	1	16.48594	1	39.011	1		9		9		9	0.14	1		9		9	0.17	1	0.5	1	0.03	1		9		9		9		9		9		9		9		9		9	0
								252	1	15.44152	1	38.9699	1		9		9		9		9		9		9	0.11	1	1.55	1	0.08	1		9		9		9		9		9		9		9		9		9	0
								504	1	13.82992	1	38.7289	1		9		9		9		9		9		9	0.09	1	4.76	1	0.23	1		9		9		9		9		9		9		9		9		9	0
Cruise 1987-07	25	B	1987-02-22T18:30:00	33.96667	36.15833	80	42610	0	1	17.07018	5	38.8859	5		9		9		9		9		9		9		9	0.16	1	0.05	1		9		9		9		9		9	0.29	1		9		9		9	0
								10	1	17.09639	1	38.912	1		9		9		9		9		9		9	0.14	1	0.21	1	0.03	1		9		9		9		9		9		9		9		9		9	0
								25	1	17.19493	1	38.9787	1		9		9		9		9		9		9	0.25	1	0.27	1	0.03	1		9		9		9		9		9		9		9		9		9	0
								50	1	17.16679	1	38.9769	1		9		9		9		9		9		9	0.29	1	1.52	1	0.07	1		9		9		9		9		9		9		9		9		9	0
Cruise 1987-15	G34R20	B	1987-06-08T09:50:00	34.33333	36.56667	65	42965	0	1	22.26806	5	37.7799	5		9		9		9		9		9		9	0.03	1	0.07	1	0.14	1		9		9	1.47	1		9		9		9		9		9		9	0
								10	1	21.84365	1	37.8754	1		9		9		9		9		9		9	0.03	1	0.07	1	0.13	1		9		9	1.83	1		9		9		9		9		9		9	0
								20	1	19.33194	1	38.5827	1		9		9		9		9		9		9	0.04	1	0.06	1	0.11	1		9		9	1.54	1		9		9		9		9		9		9	0
								30	1	18.09514	1	38.7387	1		9		9		9		9		9		9	0.06	1	0.07	1	0.1	1		9		9	1.3	1		9		9		9		9		9		9	0
								40	1	17.54318	1	38.726	1		9		9		9		9		9		9	0.01	1	0.06	1	0.13	1		9		9	1.04	1		9		9		9		9		9		9	0
								50	1	17.19308	1	38.7364	1		9		9		9		9		9		9	0.05	1	0.06	1	0.12	1		9		9	1.04	1		9		9		9		9		9		9	0
Cruise 1987-15	G40R43	B	1987-06-08T12:55:00	34.71667	36.66667	50	42966	0	1	23.0013	5	36.6976	5		9		9		9	0.48	1		9		9	0.03	1	0.06	1	0.19	1		9		9	3.62	1		9		9		9		9		9		9	0
								10	1	20.65066	1	38.0115	1		9		9		9		9		9		9	0.03	1	0.06	1	0.2	1		9		9	1.47	1		9		9		9		9		9		9	0
								20	1	18.6981	1	38.5416	1		9		9		9	0.33	1		9		9	0.06	1	0.07	1	0.14	1		9		9	1.19	1		9		9		9		9		9		9	0
								30	1	18.37412	1	38.7101	1		9		9		9		9		9		9	0.06	1	0.07	1	0.13	1		9		9	1.02	1		9		9		9		9		9		9	0
								40	1	17.76109	1	38.7051	1		9		9		9	0.35	1		9		9	0.06	1	0.07	1	0.1	1		9		9	1.02	1		9		9		9		9		9		9	0
								50	1	17.57457	5	38.714	5		9		9		9		9		9		9	0.08	1	0.23	1	0.13	1		9		9	1.38	1		9		9		9		9		9		9	0
Cruise 1987-15	G30S04	B	1987-06-08T15:48:00	35.06667	36.50000	50	42967	0	1	23.08888	5	37.7593	5		9		9		9		9		9		9	0.06	1	0.02	3	0.09	1		9		9	1.01	1		9		9		9		9		9		9	0
								10	1	22.09281	1	38.1216	1		9		9		9		9		9		9	0.06	1	0.03	3	0.06	1		9		9	1.74	1		9		9		9		9		9		9	0
								20	1	20.31223	1	38.6308	1		9		9		9		9		9		9	0.07	1	0.06	3	0.06	1		9		9	1.44	1		9		9		9		9		9		9	0
								30	1	18.55552	1	38.7558	1		9		9		9		9		9		9	0.08	1	0.07	3	0.06	1		9		9	1.17	1		9		9		9		9		9		9	0
								40	1	17.90759	1	38.7098	1		9		9		9		9		9		9	0.07	1	0.07	1	0.08	1		9		9	1.38	1		9		9		9		9		9		9	0
								50	1	17.84449	5	38.7675	5		9		9		9		9		9		9	0.07	1	0.11	1	0.11	1		9		9	1.06	1		9		9		9		9		9		9	0
Cruise 1987-15	G00S15	B	1987-06-09T06:55:00	35.25000	36.00000	950	42972	0	1	21.83696	5	38.2503	5		9		9		9		9		9		9		9		9		9		9		9	1.84	1		9		9	2.43	1		9		9		9	0
								10	1	21.64709	1	38.3681	1		9		9		9		9		9		9		9		9		9		9		9	1.96	1		9		9		9		9		9		9	0
								25	1	20.14439	1	38.6055	1		9		9		9		9		9		9		9		9		9		9		9	1.23	1		9		9		9		9		9		9	0
								50	1	17.2973	1	38.8518	1		9		9		9		9		9		9		9		9		9		9		9	1.24	1		9		9		9		9		9		9	0
								76	1	16.58876	1	38.8562	1		9		9		9		9		9		9		9		9		9		9		9	1.28	1		9		9		9		9		9		9	0
								101	1	16.42027	1	38.8905	1		9		9		9		9		9		9		9		9		9		9		9	1.15	1		9		9		9		9		9		9	0
								151	1	16.1812	1	38.9563	1		9		9		9		9		9		9		9		9		9		9		9	1.37	1		9		9		9		9		9		9	0
								202	1	15.83623	1	38.9699	1		9		9		9		9		9		9		9		9		9		9		9	0.99	1		9		9		9		9		9		9	0
								252	1	15.39825	1	38.9486	1		9		9		9		9		9		9		9		9		9		9		9	0.33	1		9		9		9		9		9		9	0
Cruise 1987-15	G00S00	B	1987-06-09T09:15:00	35.00000	36.00000	900	42973	0	1	21.91484	5	38.4177	5		9		9		9		9		9		9		9		9		9		9		9	2.03	1		9		9	0.56	1		9		9		9	0
								10	1	21.10069	1	38.4142	1		9		9		9		9		9		9		9		9		9		9		9	1.88	1		9		9		9		9		9		9	0
								25	1	19.60303	1	38.5935	1		9		9		9		9		9		9		9		9		9		9		9	1.81	1		9		9		9		9		9		9	0
								50	1	17.26249	1	38.8352	1		9		9		9		9		9		9		9		9		9		9		9	1.32	1		9		9		9		9		9		9	0
								76	1	16.58426	1	38.8856	1		9		9		9		9		9		9		9		9		9		9		9	1.37	1		9		9		9		9		9		9	0
								101	1	16.32893	1	38.9107	1		9		9		9		9		9		9		9		9		9		9		9	1.24	1		9		9		9		9		9		9	0
								151	1	16.06001	1	38.9663	1		9		9		9		9		9		9		9		9		9		9		9	0.99	1		9		9		9		9		9		9	0
								202	1	15.6241	1	38.9659	1		9		9		9		9		9		9		9		9		9		9		9	0.34	2		9		9		9		9		9		9	0
								252	1	15.12635	1	38.9247	1		9		9		9		9		9		9		9		9		9		9		9	0.35	2		9		9		9		9		9		9	0
Cruise 1987-15	G00R30	B	1987-06-10T20:50:00	34.50000	36.00000	800	42988	0	1	23.30392	5	38.6378	5		9		9		9	0.17	1		9		9	0.03	1	0.07	1	0.1	1		9		9	2.04	1		9		9	2.77	1		9		9		9	0
								10	1	21.17418	1	38.7637	3		9		9		9	0.21	1		9		9	0.07	1	0.08	1	0.1	1		9		9	1.9	1		9		9		9		9		9		9	0
								25	1	20.59786	1	38.6439	1		9		9		9	0.16	1		9		9	0.07	1	0.14	1	0.11	1		9		9	1.72	1		9		9		9		9		9		9	0
								50	1	16.85976	1	38.8653	1		9		9		9	0.3	1		9		9	0.08	1	0.14	1	0.1	1		9		9	1.22	1		9		9		9		9		9		9	0
								76	1	16.35761	1	38.9032	1		9		9		9	0.41	1		9		9	0.16	1	0.61	1	0.1	1		9		9	1.23	1		9		9		9		9		9		9	0
								101	1	16.2609	1	38.9271	1		9		9		9	0.23	1		9		9	0.13	1	0.74	1	0.1	1		9		9	1.3	1		9		9		9		9		9		9	0
								121	1	16.18566	1	38.9514	1		9		9		9	0.35	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9	0
								151	1	16.01697	1	38.9677	1		9		9		9	0.27	1		9		9	0.13	1	1.13	1	0.09	1		9		9	1.33	1		9		9		9		9		9		9	0
								202	1	15.64362	1	38.9689	1		9		9		9		9		9		9	0.09	1	2.51	1	0.11	1		9		9	1.27	1		9		9		9		9		9		9	0
								252	1	15.23381	1	38.9385	1		9		9		9		9		9		9	0.08	1	4.07	1	0.14	1		9		9	0.34	3		9		9		9		9		9		9	0
								303	1	14.74997	1	38.8858	1		9		9		9		9		9		9	0.1	1	6.35	1	0.22	1		9		9	0.34	3		9		9		9		9		9		9	0
								403	1	14.11685	1	38.7793	1		9		9		9		9		9		9	0.09	1	8.53	2	0.28	1		9		9	4.6	1		9		9		9		9		9		9	0
								504	1	13.854	1	38.7267	1		9		9		9		9		9		9	0.08	1	9.29	2	0.31	1		9		9	0.54	2		9		9		9		9		9		9	0
								605	1	13.69558	1	38.6906	1		9		9		9		9		9		9	0.08	1	9.39	2	0.33	1		9		9	8.78	1		9		9		9		9		9		9	0
Cruise 1987-15	G00R00	B	1987-06-11T06:13:00	34.00000	36.00000	860	42991	0	1	21.53573	5	38.2959	5		9		9		9	0.32	1		9		9	0.07	1	0.17	1	0.1	1		9		9	2.31	1		9		9	0.6	1		9		9		9	0
								10	1	20.95631	1	38.3699	1		9		9		9	0.21	1		9		9	0.06	1	0.15	1	0.34	3		9		9	2.09	1		9		9		9		9		9		9	0
								25	1	18.14366	1	38.8584	1		9		9		9	0.12	1		9		9	0.06	1	0.39	1	0.1	1		9		9	1.64	1		9		9		9		9		9		9	0
								50	1	16.70574	1	38.8333	1		9		9		9	0.16	1		9		9	0.08	1	0.55	1	0.11	1		9		9	1.96	1		9		9		9		9		9		9	0
								76	1	16.41512	1	38.8609	1		9		9		9	0.45	1		9		9	0.11	1	0.42	1	0.08	1		9		9	1.61	1		9		9		9		9		9		9	0
								101	1	16.29721	1	38.8966	1		9		9		9	0.31	1		9		9	0.12	1	1.08	1	0.08	1		9		9	1.6	1		9		9		9		9		9		9	0
								141	1	16.13222	1	38.9531	1		9		9		9	0.3	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9	0
								151	1	16.04499	1	38.9583	1		9		9		9	0.08	1		9		9	0.1	1	1.35	1	0.08	1		9		9	1.73	1		9		9		9		9		9		9	0
								202	1	15.53029	1	38.9626	1		9		9		9		9		9		9	0.08	1	2.45	1	0.11	1		9		9	2.09	1		9		9		9		9		9		9	0
								252	1	14.85055	1	38.8967	1		9		9		9		9		9		9	0.07	1	5.26	1	0.18	1		9		9	3.64	1		9		9		9		9		9		9	0
								303	1	14.35864	1	38.8223	1		9		9		9		9		9		9	0.07	1	7.76	2	0.32	1		9		9	6.21	1		9		9		9		9		9		9	0
								403	1	13.95052	1	38.7477	1		9		9		9		9		9		9	0.08	1	9.17	2	0.56	3		9		9	7.47	1		9		9		9		9		9		9	0
								504	1	13.76671	1	38.7079	1		9		9		9		9		9		9	0.06	1	9.29	2	0.37	3		9		9	1.15	2		9		9		9		9		9		9	0
								605	1	13.66225	1	38.6829	1		9		9		9		9		9		9	0.09	1	9.33	2	0.32	1		9		9	9.82	1		9		9		9		9		9		9	0
Cruise 1987-15	G00Q30	B	1987-06-11T20:50:00	33.50000	36.00000	300	42992	0	1	22.15899	5	38.8258	5		9		9		9		9		9		9		9		9		9		9		9		9		9		9	0.37	1		9		9		9	0
Cruise 1987-27	G00R00	B	1987-09-16T09:30:00	34.00278	36.00000	1000	43498	0	1	27.50497	5	39.1799	5		9		9		9	0.09	1		9		9	0.05	1	0.1	6		9		9		9	1.29	1		9		9	0.29	1		9		9		9	0
								25	1	23.08438	1	39.5757	3		9		9		9		9		9		9	0.05	2	0.05	2		9		9		9	1.36	1		9		9		9		9		9		9	0
								50	1	18.08307	1	38.951	1		9		9		9		9		9		9	0.06	1	0.1	6		9		9		9	0.9	1		9		9		9		9		9		9	0
								76	1	16.87855	1	38.985	1		9		9		9		9		9		9	0.05	1	0.1	6		9		9		9	1.13	1		9		9		9		9		9		9	0
								101	1	16.40047	1	39.0307	1		9		9		9		9		9		9	0.06	1	0.1	6		9		9		9	1.05	1		9		9		9		9		9		9	0
								126	1	16.05802	1	39.0673	1		9		9		9		9		9		9	0.11	1	0.55	1		9		9		9	1.16	1		9		9		9		9		9		9	0
								151	1	15.95104	1	39.0767	1		9		9		9		9		9		9	0.07	1	0.71	1		9		9		9	1.16	1		9		9		9		9		9		9	0
								202	1	15.43111	1	39.0768	1		9		9		9		9		9		9	0.06	1	1.12	1		9		9		9	0.8	1		9		9		9		9		9		9	0
								303	1	14.38383	1	38.9363	1		9		9		9		9		9		9	0.05	1	4.99	1		9		9		9	5.41	1		9		9		9		9		9		9	0
								403	1	13.95999	1	38.8432	1		9		9		9		9		9		9	0.05	1	5.66	1		9		9		9	7.53	1		9		9		9		9		9		9	0
								504	1	13.78242	1	38.7976	1		9		9		9		9		9		9	0.07	1	5.97	1		9		9		9	0.62	2		9		9		9		9		9		9	0
								605	1		9		9		9		9		9		9		9		9	0.06	1	5.83	1		9		9		9	9.29	1		9		9		9		9		9		9	0
								707	1		9		9		9		9		9		9		9		9	0.05	1	5.65	1		9		9		9	9.7	1		9		9		9		9		9		9	0
								808	1		9		9		9		9		9		9		9		9	0.06	1	5.75	1		9		9		9	9.85	1		9		9		9		9		9		9	0
Cruise 1987-27	G00S00	B	1987-09-16T18:25:00	35.00000	36.00000	1000	43501	0	1	27.68443	5	39.2074	5		9		9		9	0.14	1		9		9	0.07	1	0.1	6		9		9		9	1.13	1		9		9	0.24	1		9		9		9	0
								25	1	22.22613	1	38.8531	1		9		9		9	0.12	1		9		9	0.05	1	0.1	6		9		9		9	1.23	1		9		9		9		9		9		9	0
								50	1	18.28049	1	39.0642	1		9		9		9	0.11	1		9		9	0.05	1	0.1	6		9		9		9	1.6	1		9		9		9		9		9		9	0
								76	1	16.59248	1	38.9942	1		9		9		9	0.3	1		9		9	0.06	1	0.1	6		9		9		9	0.9	1		9		9		9		9		9		9	0
								101	1	16.38618	1	39.0891	1		9		9		9	0.09	1		9		9	0.06	1	0.1	6		9		9		9	0.98	1		9		9		9		9		9		9	0
								126	1	16.12357	1	39.0978	1		9		9		9		9		9		9	0.1	1	0.28	1		9		9		9		9		9		9		9		9		9		9	0
								151	1	16.04843	1	39.1491	1		9		9		9	0.03	1		9		9	0.07	1	0.76	1		9		9		9	1.23	1		9		9		9		9		9		9	0
								202	1	15.69773	1	39.1586	1		9		9		9		9		9		9	0.06	1	1.24	1		9		9		9	1.54	1		9		9		9		9		9		9	0
								303	1	14.65616	1	39.0451	1		9		9		9		9		9		9	0.06	1	4.26	1		9		9		9	0.56	2		9		9		9		9		9		9	0
								403	1	14.08254	1	38.933	1		9		9		9		9		9		9	0.05	1	5.51	1		9		9		9	6.55	1		9		9		9		9		9		9	0
								504	1	13.82379	1	38.8693	1		9		9		9		9		9		9	0.05	1	5.78	1		9		9		9	0.62	3		9		9		9		9		9		9	0
								605	1		9		9		9		9		9		9		9		9	0.05	1	5.89	1		9		9		9	9.29	1		9		9		9		9		9		9	0
								707	1		9		9		9		9		9		9		9		9	0.05	1	5.81	1		9		9		9	0.52	3		9		9		9		9		9		9	0
								808	1		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9		9	0
Cruise 1987-28	G40R43	B	1987-09-24T19:55:00	34.71667	36.66667	48	43509	0	1	27.46728	5	39.1804	5		9		9		9	0.14	1		9		9	0.03	1	0.1	6		9		9		9	1.91	1		9		9	1.92	1		9		9		9	0
								10	1	27.46926	1	39.1946	1		9		9		9	0.17	1		9		9	0.03	1	0.1	6		9		9		9	1.78	1		9		9		9		9		9		9	0
								20	1	27.46901	1	39.2018	1		9		9		9	0.08	1		9		9	0.03	1	0.25	1		9		9		9	3.64	1		9		9		9		9		9		9	0
								30	1	27.34037	1	39.195	1		9		9		9	0.21	1		9		9	0.03	1	0.1	6		9		9		9	1.56	1		9		9		9		9		9		9	0
								40	1	23.84589	1	38.8969	1		9		9		9	0.2	1		9		9	0.04	1	0.1	6		9		9		9	2.6	1		9		9		9		9		9		9	0
								50	1	23.26762	5	38.8567	5		9		9		9	0.48	1		9		9	0.03	1	0.1	6		9		9		9	2.57	1		9		9		9		9		9		9	0
Cruise 1987-31	25	B	1987-12-18T06:00:00	33.85000	36.20000	40	73286	0	1		9		9		9		9		9	0.35	1		9		9		9	0.31	1	0.06	1		9		9	1.3	1		9		9	1.12	1		9		9		9	0
								10	1		9		9		9		9		9	0.1	1		9		9		9	0.25	1	0.07	1		9		9	1.36	1		9		9		9		9		9		9	0
								20	1		9		9		9		9		9	0.12	1		9		9		9	0.17	1	0.08	1		9		9	1.22	1		9		9		9		9		9		9	0
								30	1		9		9		9		9		9	0.1	1		9		9		9	0.35	1	0.07	1		9		9	1.32	1		9		9		9		9		9		9	0
Cruise 1987-31	26	B	1987-12-18T07:00:00	32.80000	35.98333	27	73287	0	1		9		9		9		9		9	0.33	1		9		9		9		9	0.06	1		9		9	0.88	1		9		9	0.74	1		9		9		9	0
								10	1		9		9		9		9		9	0.31	1		9		9		9		9	0.07	1		9		9	0.85	1		9		9		9		9		9		9	0
								20	1		9		9		9		9		9	0.11	1		9		9		9		9	0.06	1		9		9	0.84	1		9		9		9		9		9		9	0
Cruise 1987-31	52	B	1987-12-18T10:00:00	33.25000	36.00000	500	73294	0	1		9		9		9		9		9		9		9		9		9	2.54	1	0.05	1		9		9	0.82	1		9		9	0.5	1		9		9		9	0
								25	1		9		9		9		9		9		9		9		9		9		9	0.05	1		9		9	0.78	1		9		9		9		9		9		9	0
								50	1		9		9		9		9		9		9		9		9		9		9	0.06	1		9		9	0.79	1		9		9		9		9		9		9	0
								76	1		9		9		9		9		9		9		9		9		9		9	0.05	1		9		9	0.84	1		9		9		9		9		9		9	0
								101	1		9		9		9		9		9		9		9		9		9		9	0.06	1		9		9	0.84	1		9		9		9		9		9		9	0
								126	1		9		9		9		9		9		9		9		9		9		9	0.06	1		9		9	0.88	1		9		9		9		9		9		9	0
								202	1		9		9		9		9		9		9		9		9		9	0.24	1	0.06	1		9		9	0.93	1		9		9		9		9		9		9	0
								252	1		9		9		9		9		9		9		9		9		9	2.38	1	0.12	1		9		9	2.37	1		9		9		9		9		9		9	0
								303	1		9		9		9		9		9		9		9		9		9	3.85	1	0.17	1		9		9	3.66	1		9		9		9		9		9		9	0
Cruise 1987-31	22	B	1987-12-19T07:00:00	34.91667	36.63333	29	73282	0	1		9		9		9		9		9	1.16	1		9		9		9	2.4	1	0.19	1		9		9	0.88	1		9		9	1.25	1		9		9		9	0
								10	1		9		9		9		9		9	0.13	1		9		9		9	0.1	6	0.07	1		9		9	1.01	1		9		9		9		9		9		9	0
								25	1		9		9		9		9		9	0.1	1		9		9		9	0.36	1	0.06	1		9		9	0.87	1		9		9		9		9		9		9	0
Cruise 1987-31	24	B	1987-12-19T09:00:00	34.33333	36.60000	30	73285	0	1		9		9		9		9		9		9		9		9		9		9	0.06	1		9		9	0.97	1		9		9	0.18	1		9		9		9	0
								10	1		9		9		9		9		9		9		9		9		9		9	0.07	1		9		9	0.95	1		9		9		9		9		9		9	0
								20	1		9		9		9		9		9		9		9		9		9		9	0.05	1		9		9	0.94	1		9		9		9		9		9		9	0
Cruise 1988-01	24	B	1988-01-15T17:55:00	34.33333	36.60000	35	43638	0	1	15.35104	5	37.3836	5		9		9		9	0.92	1		9		9		9	0.1	6	0.12	1		9		9	0.21	1		9		9	3.2	1		9		9		9	0
								5	1	15.36069	1	37.438	1		9		9		9	0.98	1		9		9		9	0.1	6	0.13	1		9		9	0.1	6		9		9		9		9		9		9	0
								15	1	17.18901	1	37.9553	1		9		9		9	0.45	1		9		9		9	0.1	6	0.1	1		9		9	0.1	6		9		9		9		9		9		9	0
								25	1	17.50488	1	38.1553	2		9		9		9		9		9		9		9	0.1	6	0.1	1		9		9	0.43	1		9		9		9		9		9		9	0
								35	1	17.62226	5	38.8766	5		9		9		9	0.14	1		9		9		9	0.1	6	0.08	1		9		9	0.56	1		9		9		9		9		9		9	0
Cruise 1988-01	22	B	1988-01-16T18:30:00	34.91667	36.63334	40	43642	0	1	15.27001	5	36.6248	5		9		9		9	1.04	1		9		9		9	3.42	1	0.26	1		9		9	2.79	1		9		9	1.95	1		9		9		9	0
								15	1	16.97275	1	38.7219	1		9		9		9	0.57	1		9		9		9	0.1	6	0.11	1		9		9	1.07	1		9		9		9		9		9		9	0
								25	1	17.10324	1	38.9885	1		9		9		9	0.98	1		9		9		9	0.1	6	0.1	1		9		9	0.81	1		9		9		9		9		9		9	0
								35	1	17.10904	1	38.9956	1		9		9		9	0.9	1		9		9		9	0.1	6	0.08	1		9		9	0.67	1		9		9		9		9		9		9	0
Cruise 1988-02	25	B	1988-01-18T17:12:00	33.85000	36.20000	30	43643	0	1	16.86749	5	38.8773	5		9		9		9	0.38	1		9		9		9	0.1	6	0.05	1		9		9	0.84	1		9		9	0.62	1		9		9		9	0
								5	1	16.86749	1	38.8773	1		9		9		9	0.35	1		9		9		9	0.1	6	0.05	1		9		9	0.7	1		9		9		9		9		9		9	0
								15	1	16.79549	1	39.0859	1		9		9		9	0.33	1		9		9		9	0.1	6	0.07	1		9		9	0.67	1		9		9		9		9		9		9	0
								25	1	16.58615	5	39.0764	5		9		9		9	0.34	1		9		9		9	0.1	6	0.13	1		9		9	0.68	1		9		9		9		9		9		9	0
Cruise 1988-02	52	B	1988-01-18T19:55:00	33.50000	36.00000	300	43644	0	1	16.73309	5	38.7596	5		9		9		9		9		9		9		9	0.1	6	0.08	1		9		9	0.69	1		9		9	0.47	1		9		9		9	0
								5	1	16.74002	1	38.931	1		9		9		9		9		9		9		9	0.1	6	0.06	1		9		9	0.71	1		9		9		9		9		9		9	0
								15	1	16.75649	1	39.0357	1		9		9		9		9		9		9		9	0.1	6	0.05	1		9		9	0.61	1		9		9		9		9		9		9	0
								25	1	16.75497	1	39.0373	1		9		9		9		9		9		9		9	0.1	6	0.05	1		9		9	0.62	1		9		9		9		9		9		9	0
								50	1	16.76136	1	39.0404	1		9		9		9		9		9		9		9	0.1	6	0.05	1		9		9	0.64	1		9		9		9		9		9		9	0
								76	1	16.76163	1	39.042	1		9		9		9		9		9		9		9	0.1	6	0.05	1		9		9	0.6	1		9		9		9		9		9		9	0
								101	1	16.76933	1	39.0418	1		9		9		9		9		9		9		9	0.1	6	0.08	1		9		9	0.63	1		9		9		9		9		9		9	0
								126	1	16.45105	1	38.9918	1		9		9		9		9		9		9		9	0.1	6	0.07	1		9		9	0.64	1		9		9		9		9		9		9	0
								151	1	15.80351	1	38.9514	1		9		9		9		9		9		9		9	0.1	6	0.08	1		9		9	1.06	1		9		9		9		9		9		9	0
								176	1	15.65363	1	38.9542	1		9		9		9		9		9		9		9	0.3	1	0.11	1		9		9	1.84	1		9		9		9		9		9		9	0
								202	1	15.38233	1	38.9557	1		9		9		9		9		9		9		9	0.75	1	0.12	1		9		9	2.04	1		9		9		9		9		9		9	0
								252	1	14.93598	1	38.9228	1		9		9		9		9		9		9		9	1.92	1	0.18	1		9		9	3.46	1		9		9		9		9		9		9	0
								306	1	14.83755	5	38.9199	5		9		9		9		9		9		9		9	2.4	1	0.2	1		9		9	3.77	1		9		9		9		9		9		9	0
Cruise 1988-02	26	B	1988-01-19T01:30:00	32.80000	35.98333	40	43646	0	1	16.99737	5	39.0153	5		9		9		9	0.03	1		9		9		9	0.1	6	0.06	1		9		9	0.57	1		9		9	0.68	1		9		9		9	0
								5	1	16.99737	1	39.0153	1		9		9		9	0.26	1		9		9		9	0.1	6	0.06	1		9		9	0.53	1		9		9		9		9		9		9	0
								15	1	17.01525	1	39.0572	1		9		9		9	0.24	1		9		9		9	0.1	6	0.04	1		9		9	0.55	1		9		9		9		9		9		9	0
								25	1	17.00755	1	39.0715	1		9		9		9	0.26	1		9		9		9	0.1	6	0.05	1		9		9	0.54	1		9		9		9		9		9		9	0
								35	1	17.0247	5	39.0573	5		9		9		9	0.37	1		9		9		9	0.1	6		9		9		9	0.54	1		9		9		9		9		9		9	0
Cruise 1988-07	51	B	1988-05-04T20:10:00	35.06667	36.13334	1100	43862	0	1	19.15233	5	38.7805	5		9		9		9	0.04	1		9		9		9	0.12	1	0.07	1		9		9	1.31	1		9		9	0.55	1		9		9		9	0
								10	1	19.11204	1	38.7972	1		9		9		9	0.21	1		9		9		9	0.17	1	0.05	1		9		9	1.54	1		9		9		9		9		9		9	0
								20	1	18.57212	1	38.7731	1		9		9		9		9		9		9		9	0.15	1	0.02	1		9		9	1.31	1		9		9		9		9		9		9	0
								50	1	16.83616	1	38.9239	1		9		9		9	0.16	1		9		9		9	0.2	1	0.02	1		9		9	0.51	1		9		9		9		9		9		9	0
								76	1	16.57597	1	38.9174	1		9		9		9	0.13	1		9		9		9		9	0.04	1		9		9	0.29	1		9		9		9		9		9		9	0
								101	1	16.4895	1	38.9387	1		9		9		9	0.11	1		9		9		9	0.38	1	0.05	1		9		9	0.63	1		9		9		9		9		9		9	0
								126	1	16.395	1	38.9361	1		9		9		9	0.38	1		9		9		9	0.16	1	0.04	1		9		9	0.86	1		9		9		9		9		9		9	0
								151	1	16.35473	1	38.9522	1		9		9		9		9		9		9		9	0.66	1	0.04	1		9		9	0.23	1		9		9		9		9		9		9	0
								202	1	16.03275	1	38.9594	1		9		9		9		9		9		9		9	0.84	1	0.04	1		9		9	1.14	1		9		9		9		9		9		9	0
								303	1	14.70078	1	38.8852	1		9		9		9		9		9		9		9	1.37	1	0.05	1		9		9	0.29	2		9		9		9		9		9		9	0
								403	1	14.12528	1	38.7935	1		9		9		9		9		9		9		9	5.09	1	0.19	1		9		9	0.43	2		9		9		9		9		9		9	0
								504	1	13.8836	1	38.7478	1		9		9		9		9		9		9		9	6.01	1	0.25	1		9		9	13.6	2		9		9		9		9		9		9	0
Cruise 1988-07	SEYHAN	B	1988-05-05T21:18:00	34.89167	36.68889	10	43875	0	1	18.56985	5	37.6737	5		9		9		9	0.58	1		9		9	0.37	1	20.22	1	0.28	1		9		9		9		9		9	5.38	1		9		9		9	0
Cruise 1988-15	F55Q00	B	1988-07-27T10:30:00	33.00000	35.91667	900	44308	0	1	28.16202	5	38.9943	5		9		9		9		9		9		9		9	0.76	1	0.14	1		9		9	1.6	1		9		9	0.78	1		9		9		9	0
								15	1	26.68425	1	39.1212	1		9		9		9		9		9		9		9	0.12	1	0.18	1		9		9	1.47	1		9		9		9		9		9		9	0
								25	1	24.9765	1	39.0514	1		9		9		9		9		9		9		9	0.1	1	0.1	1		9		9	1.93	1		9		9		9		9		9		9	0
								50	1	21.21303	1	38.9838	1		9		9		9		9		9		9		9	0.11	1	0.12	1		9		9	1.71	1		9		9		9		9		9		9	0
								60	1	19.13489	1	38.9834	1		9		9		9		9		9		9		9	0.28	1	0.09	1		9		9	1.56	1		9		9		9		9		9		9	0
